point_id,seg_id,label,lat,lon
SEG_a6bc0c4e9c_008,SEG_a6bc0c4e9c,flowing,10.807303481284142,78.6759482132357
SEG_9f2427753f_002,SEG_9f2427753f,flowing,10.968439620890711,79.04922154518762
SEG_8617c9691a_054,SEG_8617c9691a,dry,10.902246183186453,78.66246059289851
SEG_25c908c020_000,SEG_25c908c020,flowing,10.7343860132231,79.18182829597679
SEG_86f3014737_016,SEG_86f3014737,dry,10.923903400924198,79.01807673838296
SEG_a06761095b_003,SEG_a06761095b,dry,10.972453214353632,79.07006766041496
SEG_ce0fc58284_003,SEG_ce0fc58284,choked,11.374732665652076,79.69428497310388
SEG_96f3f88334_001,SEG_96f3f88334,flowing,10.94133853443128,78.91508196599389
SEG_da34fcab83_011,SEG_da34fcab83,choked,10.632615530028604,79.23689257966826
SEG_f196fc8d93_016,SEG_f196fc8d93,choked,11.154168017551402,79.47497989612302
SEG_6f24fed444_008,SEG_6f24fed444,dry,10.805724435244857,78.98780705476965
SEG_a1c305460e_116,SEG_a1c305460e,choked,10.473696885626609,79.41296245874355
SEG_079fe720bb_011,SEG_079fe720bb,dry,11.334826126612764,79.61325717224682
SEG_a1c305460e_044,SEG_a1c305460e,flowing,10.552991555323535,79.32237705441543
SEG_073be8e241_051,SEG_073be8e241,choked,11.219256928556211,79.60792985744797
SEG_aa94cb0ab4_019,SEG_aa94cb0ab4,dry,11.35906382480824,79.57752872175877
SEG_121ad386ef_122,SEG_121ad386ef,choked,10.930540431300292,78.76876136860665
SEG_c60cbfef2b_299,SEG_c60cbfef2b,flowing,10.898110200178456,78.4157926411899
SEG_39fd14b825_077,SEG_39fd14b825,flowing,11.216524258612642,79.56336108018249
SEG_591cf61356_007,SEG_591cf61356,dry,10.82673796896964,78.90556015692997
SEG_e2bc7d7ff0_042,SEG_e2bc7d7ff0,dry,10.772688908739038,79.23056409164587
SEG_f2fafdf6e9_147,SEG_f2fafdf6e9,choked,10.405274290986531,79.38398412291201
SEG_079fe720bb_019,SEG_079fe720bb,dry,11.333777115972822,79.59943278257718
SEG_e9c2917a22_023,SEG_e9c2917a22,choked,11.365661310559254,79.60563331734608
SEG_401afa7a54_045,SEG_401afa7a54,choked,10.73222904071917,79.25085213317742
SEG_a1c305460e_062,SEG_a1c305460e,flowing,10.538391477431398,79.34889852581937
SEG_7704d19b24_012,SEG_7704d19b24,choked,11.344927494072024,79.60390357542198
SEG_edd59143a1_033,SEG_edd59143a1,flowing,10.71301774467478,78.74967854108887
SEG_073be8e241_049,SEG_073be8e241,choked,11.217250985410498,79.60490443501385
SEG_e9c2917a22_041,SEG_e9c2917a22,dry,11.364780459482784,79.63456485818703
SEG_d703f4c9a0_018,SEG_d703f4c9a0,flowing,10.695421525288753,79.21336846112287
SEG_591cf61356_026,SEG_591cf61356,dry,10.832153485830936,78.93957462729284
SEG_a1c305460e_047,SEG_a1c305460e,flowing,10.550398358274029,79.32714743919972
SEG_a1c305460e_077,SEG_a1c305460e,choked,10.518619445558803,79.36495638696093
SEG_c60cbfef2b_268,SEG_c60cbfef2b,flowing,10.867937610462969,78.43600024571914
SEG_f2fafdf6e9_076,SEG_f2fafdf6e9,choked,10.51127546569406,79.34202202626314
SEG_d703f4c9a0_032,SEG_d703f4c9a0,flowing,10.67167748056278,79.22171657703029
SEG_401afa7a54_037,SEG_401afa7a54,dry,10.738039018576126,79.23777029047817
SEG_a1c305460e_017,SEG_a1c305460e,flowing,10.58315969452306,79.28798447839631
SEG_53bbb573d8_002,SEG_53bbb573d8,dry,11.13912883613756,79.48071662053067
SEG_401afa7a54_001,SEG_401afa7a54,flowing,10.740504009486452,79.18056428466252
SEG_401afa7a54_034,SEG_401afa7a54,encroached,10.742009773504556,79.23431089493319
SEG_5b899e1ac3_006,SEG_5b899e1ac3,dry,10.940020732139768,78.98142826030174
SEG_a1c305460e_095,SEG_a1c305460e,flowing,10.499177583831592,79.38864373104215
SEG_83c2fdf8de_020,SEG_83c2fdf8de,flowing,10.631885565815358,79.25652386876652
SEG_da34fcab83_028,SEG_da34fcab83,dry,10.605266309639518,79.24460162887429
SEG_e9c2917a22_005,SEG_e9c2917a22,dry,11.364122033034937,79.57293439214695
SEG_6b76dc62cd_002,SEG_6b76dc62cd,dry,10.953926765644672,79.02660389621613
SEG_83c2fdf8de_031,SEG_83c2fdf8de,choked,10.621499182298171,79.2711176757653
SEG_7624012b29_020,SEG_7624012b29,dry,10.91331192713266,78.73545321120845
SEG_121ad386ef_146,SEG_121ad386ef,choked,10.927744355257444,78.80868235125968
SEG_c60cbfef2b_151,SEG_c60cbfef2b,flowing,10.816501894815913,78.55573132091695
SEG_aa94cb0ab4_006,SEG_aa94cb0ab4,dry,11.35800454933623,79.55386503686755
SEG_401afa7a54_023,SEG_401afa7a54,dry,10.743711616772147,79.21518737368652
SEG_88870b49a3_083,SEG_88870b49a3,choked,11.185242556552582,79.59286515096625
SEG_9c8e94a07f_017,SEG_9c8e94a07f,choked,11.398633224383747,79.56130014990929
SEG_e2bc7d7ff0_023,SEG_e2bc7d7ff0,dry,10.770183192603696,79.19946713517542
SEG_7271aaebf7_012,SEG_7271aaebf7,dry,10.91273021170602,78.94338979214332
SEG_282a67d30a_015,SEG_282a67d30a,flowing,10.976414107024048,79.08216019217782
SEG_a1c305460e_114,SEG_a1c305460e,dry,10.475109234803575,79.40958346013024
SEG_cd7be71fc9_008,SEG_cd7be71fc9,flowing,11.38013586459557,79.54624296474933
SEG_a1c305460e_040,SEG_a1c305460e,encroached,10.559858873840836,79.32145654496509
SEG_da34fcab83_008,SEG_da34fcab83,flowing,10.63652993376371,79.23290859555418
SEG_3e35ae4113_100,SEG_3e35ae4113,encroached,11.392475609357692,79.43118579032206
SEG_121ad386ef_047,SEG_121ad386ef,flowing,10.909497176319658,78.65722067187114
SEG_a1c305460e_074,SEG_a1c305460e,choked,10.523366597213627,79.36273476560973
SEG_a1c305460e_026,SEG_a1c305460e,flowing,10.575649073315,79.30199992610167
SEG_079fe720bb_024,SEG_079fe720bb,choked,11.333493529219623,79.59058034367239
SEG_a1c305460e_034,SEG_a1c305460e,flowing,10.566303202857464,79.31310891015265
SEG_c60cbfef2b_046,SEG_c60cbfef2b,flowing,10.713916389321575,78.64856417715957
SEG_fef0b61042_133,SEG_fef0b61042,encroached,11.33853306743891,79.81146748195398
SEG_353f0ceeb7_019,SEG_353f0ceeb7,encroached,10.762612063080429,78.72149694980105
SEG_6b76dc62cd_000,SEG_6b76dc62cd,choked,10.952937182608318,79.02292313977475
SEG_88870b49a3_061,SEG_88870b49a3,flowing,11.170381585081545,79.55903033481366
SEG_fef0b61042_027,SEG_fef0b61042,choked,11.262847153717116,79.68091073109362
SEG_86f3014737_005,SEG_86f3014737,choked,10.923188501645829,78.99851816839515
SEG_bb499c3137_000,SEG_bb499c3137,dry,10.968068843518234,79.16712222922304
SEG_401afa7a54_008,SEG_401afa7a54,flowing,10.749204514001708,79.18895079246921
SEG_a1c305460e_022,SEG_a1c305460e,flowing,10.580428472784902,79.29647452587972
SEG_a6bc0c4e9c_118,SEG_a6bc0c4e9c,encroached,10.747947020722584,78.74952816619918
SEG_a6bc0c4e9c_045,SEG_a6bc0c4e9c,encroached,10.81470109477769,78.72227708509755
SEG_edd59143a1_026,SEG_edd59143a1,dry,10.70658401253504,78.7604620635551
SEG_a1c305460e_006,SEG_a1c305460e,flowing,10.587378144823807,79.26845362208806
SEG_fef0b61042_040,SEG_fef0b61042,choked,11.27601284507123,79.69486994807373
SEG_f2fafdf6e9_150,SEG_f2fafdf6e9,unclear,10.400128924160128,79.38454981331681
SEG_fef0b61042_096,SEG_fef0b61042,flowing,11.298112845061716,79.78612548792235
SEG_83c2fdf8de_030,SEG_83c2fdf8de,choked,10.622634245640988,79.2696777155332
SEG_fef0b61042_068,SEG_fef0b61042,flowing,11.291953215128608,79.73624309428494
SEG_25c908c020_005,SEG_25c908c020,dry,10.733144548341672,79.19091174506049
SEG_d703f4c9a0_001,SEG_d703f4c9a0,flowing,10.723702389510272,79.21640503603452
SEG_5f65ee822b_005,SEG_5f65ee822b,flowing,10.943253774459825,78.94264471615736
SEG_185d2295bb_006,SEG_185d2295bb,dry,10.92338937486679,78.9198634983757
SEG_a1c305460e_086,SEG_a1c305460e,choked,10.508746903250074,79.376176928156
SEG_a06761095b_006,SEG_a06761095b,dry,10.970312902077255,79.07490476106052
SEG_a1c305460e_035,SEG_a1c305460e,flowing,10.565408317815706,79.31470531357873
SEG_a1c305460e_118,SEG_a1c305460e,dry,10.471761169230511,79.41601211903138
SEG_c60cbfef2b_247,SEG_c60cbfef2b,flowing,10.879276104499104,78.46304442152514
SEG_121ad386ef_082,SEG_121ad386ef,flowing,10.907717397677857,78.71022220332202
SEG_51a7a3bc3e_010,SEG_51a7a3bc3e,dry,11.323385184484804,79.59704049724198
SEG_a1c305460e_013,SEG_a1c305460e,dry,10.583942734549291,79.28068810801267
SEG_7704d19b24_026,SEG_7704d19b24,choked,11.34331497127675,79.57924459334075
SEG_da34fcab83_020,SEG_da34fcab83,flowing,10.617561616032573,79.23975817137807
SEG_d703f4c9a0_042,SEG_d703f4c9a0,flowing,10.655156396463743,79.22970155171636
SEG_c60cbfef2b_190,SEG_c60cbfef2b,flowing,10.821287968464462,78.49895479270019
SEG_1ab7a4ec57_001,SEG_1ab7a4ec57,flowing,10.791571234378996,78.96357109898304
SEG_ea27f9c330_035,SEG_ea27f9c330,flowing,11.15897313938025,79.52290724068516
SEG_fef0b61042_041,SEG_fef0b61042,flowing,11.27717957032429,79.69621664751507
SEG_25c908c020_001,SEG_25c908c020,flowing,10.734801776560186,79.18366641672208
SEG_ce0fc58284_040,SEG_ce0fc58284,choked,11.408040164956615,79.72869729063565
SEG_026da372fb_001,SEG_026da372fb,dry,10.93633647511074,78.91832818563324
SEG_edd9d7381d_005,SEG_edd9d7381d,choked,11.121591411206351,79.479060109248
SEG_0287932862_001,SEG_0287932862,dry,10.79302060189868,78.99341599862127
SEG_96df9099ec_028,SEG_96df9099ec,dry,10.703942310868324,79.2527091651823
SEG_079fe720bb_021,SEG_079fe720bb,choked,11.333737322881715,79.59593539418539
SEG_b0b770d9b2_004,SEG_b0b770d9b2,dry,10.929867547284688,78.90203738576758
SEG_667af746c7_004,SEG_667af746c7,choked,10.734859557931625,78.80446047472958
SEG_39fd14b825_047,SEG_39fd14b825,choked,11.187776701147232,79.51830876510795
SEG_073be8e241_075,SEG_073be8e241,flowing,11.239734335365624,79.64224775668514
SEG_320fb56811_020,SEG_320fb56811,choked,10.928328812578885,78.76027531618932
SEG_56d8344781_008,SEG_56d8344781,choked,10.90342705716735,78.95602240861412
SEG_a1c305460e_058,SEG_a1c305460e,flowing,10.54103351561222,79.34223505449772
SEG_021fc18aaf_007,SEG_021fc18aaf,choked,10.97577163840926,79.03032047551011
SEG_62ceafc79e_029,SEG_62ceafc79e,choked,11.287899632982402,79.64883904999414
SEG_cac7a169c7_005,SEG_cac7a169c7,flowing,10.693815924500496,78.82654937126094
SEG_edd9d7381d_008,SEG_edd9d7381d,dry,11.126976286664396,79.48000621004944
SEG_9f2427753f_001,SEG_9f2427753f,dry,10.970191461803813,79.05005733655949
SEG_a1c305460e_080,SEG_a1c305460e,flowing,10.514098732769384,79.36723554149037
SEG_fef0b61042_072,SEG_fef0b61042,unclear,11.2928188975496,79.74330751451275
SEG_021fc18aaf_000,SEG_021fc18aaf,choked,10.975465759191028,79.02059135442158
